CATEGORY_INCIDENT,BYLINE,byLine,PROVIDER_SUBJECT,IMAGES_CAPTION,EXTENSION,CATEGORY_NAMES,CATEGORY_INCIDENT_NAMES,PROVIDER_NEWS_ID,KPF_GABAGE_NEWS_IS,printingPage,DATE,PRINTING_PAGE,NEWS_ID,SUB_TITLE,IMAGES,KPF_ABUSING_NEWS,KPF_ABUSING_NEWS_IS,CATEGORY,PROVIDER_LINK_PAGE,PROVIDER,TITLE,PROVIDER_CODE,CONTENT
1 8 30,남가언,남가언,"아주경제
사회
검찰",사진=연합뉴스,jpg,IT_과학>보안<font color=Gray> | </font>사회>사건_사고<font color=Gray> | </font>IT_과학>과학,범죄>범죄일반>사기,20230724145101812,FALSE,5,20230724,5,02100851.20230724152134001,,https://www.bigkinds.or.kr/resources/images/02100851/2023/07/24/02100851.20230724152134001.01,,FALSE,"008000000 008002000
003000000 003006000
008000000 008001000",https://www.ajunews.com/view/20230724145101812,아주경제,서울남부지검 '가상자산합수단' 26일 출범…검찰 첫 암호화폐 전담 조직,02100851,사진=연합뉴스 <br/>가상자산(코인) 관련 범죄 수사를 전담하는 가상자산합동수사단이 이달 말 공식 출범한다. 검찰에 암호화폐 관련 범죄 전담 수사조직이 꾸려지는 것은 이번이 처음이다. <br/> <br/>24일 법조계에 따르면 서울남부지검은 26일 오후 2시 가상자산합수단 현판식을 하고 이날부터 공식적으로 활동을 시작한다.  <br/> <br/>출범식에는 이원석 검찰총장을 비롯한 검찰 ..
,문경근,문경근,"정치
국회","무소속 김남국 의원이 지난 6월 27일 오후 서울 여의도 국회에서 열린 교육위원회 전체회의에참석해 있다.
안주영 전문기자
권영세 통일부장관. 
도준석 기자",jpg,정치>국회_정당<font color=Gray> | </font>정치>행정_자치<font color=Gray> | </font>정치>선거,,01100611.20230724500116,FALSE,,20230724,,01100611.20230724143111001,,https://www.bigkinds.or.kr/resources/images/01100611/2023/07/24/01100611.20230724143111001.01,,FALSE,"001000000 001004000
001000000 001005000
001000000 001002000",http://www.seoul.co.kr/news/newsView.php?id=20230724500116,서울신문,"野, 코인 저울추에 권영세 올렸다… 與 “김남국 물타기”",01100611,여야가 오는 27일 국회 윤리특별위원회 윤리심사자문위원회에서 김남국 무소속 의원의 제명 논의를 앞두고 가상화폐 논란의 저울추를 유리하게 가져가기 위해 애쓰고 있다. 김남국 의원으로 사태로 촉발된 가상화폐 의혹이 여권으로도 번지면서 각자의 셈법이 복잡해졌기 때문이다.<br/>권칠승 민주당 수석대변인은 24일 당 최고위원회의 이후 기자들과 만나 “권영세 통일부 장..
,김성현 기자,김성현 기자,,광주지방법원. /조선DB,jpg,사회>사건_사고<font color=Gray> | </font>IT_과학>인터넷_SNS<font color=Gray> | </font>IT_과학>보안,,2023072401314,FALSE,,20230724,,01100801.20230724134957001,,https://www.bigkinds.or.kr/resources/images/01100801/2023/07/24/01100801.20230724134957001.01,,FALSE,"003000000 003006000
008000000 008005000
008000000 008002000",https://www.chosun.com/national/regional/2023/07/24/3ZSF5S6YXFDCFDYA55RQMAUANY/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,조선일보,"수감된 아버지 이어 해외 도박사이트 운영… 30대 딸 징역 5년, 608억 추징",01100801,"광주지법 형사2단독 윤명화 판사는 도박공간 개설과 범죄수익 은닉 등 혐의로 기소된 이모(34)씨에게 징역 5년을 선고하고, 608억원 추징을 명령했다고 24일 밝혔다. <br/> <br/>이씨는 지난 2018년 7월부터 2021년 8월까지 아버지와 함께 태국 등지에서 암호화폐를 이용한 불법 도박사이트를 운영하고, 범죄 수익을 빼돌려 숨긴 혐의 등으로 기소됐다. <br/> <br/>.."
,서종갑 기자,서종갑 기자,"증권
증권가일반
증권가일반",,jpg,IT_과학>보안<font color=Gray> | </font>경제>금융_재테크<font color=Gray> | </font>경제>부동산,,29S98JG4VU,FALSE,0,20230724,0,02100311.20230724120144001,늦어도 11월 감독지침 공표·시행,https://www.bigkinds.or.kr/resources/images/02100311/2023/07/24/02100311.20230724120144001.01,,FALSE,"008000000 008002000
002000000 002008000
002000000 002010000",http://www.sedaily.com/NewsView/29S98JG4VU,서울경제,"암호화폐 발행·보유 물량 공시해야…금감원, 모범 사례 공개",02100311,금융 당국이 암호화폐 주석공시 모범 사례를 공개했다. 금감원은 암호화폐 회계 처리의 완성도를 높이기 위해 감사 가이드라인에 대한 설명회·전문가 간담회도 개최한다. <br/> <br/><br/> 24일 금융감독원은 암호화폐 공시 관련 기준서 공개 초안과 회계감독 지침을 반영해 암호화폐 주석공시 모범 사례를 공표했다. <br/> <br/><br/> 암호화폐 발행 회사는 개발한 암호화폐의 특성 등 주..
,장서우,장서우,,"
",jpg,경제>증권_증시<font color=Gray> | </font>경제>금융_재테크<font color=Gray> | </font>IT_과학>IT_과학일반,,202307247305i,FALSE,,20230724,,02100601.20230724112401001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/07/24/02100601.20230724112401001.01,,FALSE,"002000000 002006000
002000000 002008000
008000000 008006000",https://www.hankyung.com/international/article/202307247305i,한국경제,블록체인 ETF 200% 급등세인데…투자자들 외면하는 이유는?,02100601,"이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다. <br/> <br/> <br/> <br/>암호화폐와 블록체인을 테마로 삼는 상장지수펀드(ETF)들이 올해 들어 일제히 급등세를 보이고 있지만, 신규 자금 유입세는 강하지 않은 모양새라고 CNBC방송이 23일(현지시간) 보도했다. 투자자들 사이에서 미국 규제 당국과의 소송 관련 리스크를 부담하지 않으려는.."
,하수민|기자|,하수민|기자|,S1201,임종철 디자이너 /사진=임종철 디자이너,jpg,IT_과학>보안<font color=Gray> | </font>사회>사건_사고<font color=Gray> | </font>사회>여성,,2023072407154656894,FALSE,,20230724,,02100201.20230724073859001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/07/24/02100201.20230724073859001.01,,FALSE,"008000000 008002000
003000000 003006000
003000000 003002000",http://news.moneytoday.co.kr/view/mtview.php?no=2023072407154656894&type=2,머니투데이,父 잡히자 도박사이트 수익 빼돌려 옥바라지…30대 딸 징역 5년,02100201,"[머니투데이 하수민 기자] <br/>해외에서 암호화폐 시세를 맞추는 불법 도박 사이트를 운영해 억대의 판돈을 빼돌린 30대 여성이 징역 5년을 선고받았다.<br/><br/>24일 법조계에 따르면 광주지법 형사 2단독 윤명화 판사는 도박 공간 개설, 범죄수익 은닉의 규제·처벌 등에 관한 법률 위반, 여신전문금융업법 위반 혐의로 기소된 A씨(34)에게 징역 5년을 선고했다. 아.."
,"한영훈
한영훈·이상우","한영훈
한영훈·이상우","아주경제
금융
암호화폐",d,jpg,IT_과학>콘텐츠<font color=Gray> | </font>IT_과학>보안,,20230724065948272,FALSE,,20230724,,02100851.20230724070229001,,https://www.bigkinds.or.kr/resources/images/02100851/2023/07/24/02100851.20230724070229001.01,,FALSE,"008000000 008004000
008000000 008002000",https://www.ajunews.com/view/20230724065948272,아주경제,"[아주경제 코이너스 브리핑] 비트코인 가격 소폭하락, 美 FOMC에 주목",02100851,"◆비트코인 가격 소폭하락, 美 FOMC에 주목 <br/>  <br/>대표 암호화폐(가상자산)인 비트코인 가격이 소폭 하락했다. <br/>  <br/>글로벌 코인시황 중계사이트인 코인마켓캡에서 비트코인은 24일 오전 6시 54분(한국시간) 기준으로 2만2993달러에 거래되고 있다. 이는 전일 같은 시간보단 0.56%, 일주일 전보단 1.19% 각각 하락한 수치다. <br/>  <br/>시장은 한국.."
,최진석,최진석,,"출처 : 트위터

",jpg,경제>경제일반<font color=Gray> | </font>IT_과학>인터넷_SNS,,202307246245i,FALSE,,20230724,,02100601.20230724053936001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/07/24/02100601.20230724053936001.01,,FALSE,"002000000 002014000
008000000 008005000",https://www.hankyung.com/it/article/202307246245i,한국경제,"파랑새 대신 'X'로…트위터 로고 바꾸는 머스크, '슈퍼앱' 나오나",02100601,"이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다. <br/> <br/> <br/> <br/> <br/>소셜미디어(SNS) 트위터의 로고가 알파벳 ‘X’로 바뀐다. 일론 머스크가 트위터를 상품결제, 쇼핑, 차량호출 등 다양한 기능을 갖춘 ‘슈퍼앱’으로 바꿀 것이라는 전망에 힘이 실린다. <br/>머스크는 23일(현지시간) 트위터를 통해 “우리는 곧 트위터 브랜드, 점.."
,노경목,노경목,,,jpg,정치>국회_정당<font color=Gray> | </font>정치>선거,,2023072359571,FALSE,A6,20230723,A6,02100601.20230723181456001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/07/23/02100601.20230723181456001.01,,FALSE,"001000000 001004000
001000000 001002000",https://www.hankyung.com/politics/article/2023072359571,한국경제,"김홍걸 ""코인 투자로 1.5억 손실""",02100601,김홍걸 더불어민주당 의원(사진)이 비트코인을 비롯한 암호화폐에 투자해 1억원 이상 손실을 본 사실을 23일 털어놨다. 같은 당 전용기 의원도 이른바 ‘잡코인’을 100만원어치 사들여 85%의 손실률을 기록했다고 공개했다. 국회 윤리특별위원회의 국회의원 암호화폐 투자 내역 발표가 임박한 데 따른 것이다. <br/> <br/>이날 김 의원은 국회 출입기자들에게 보낸 문자..
,양한나,양한나,,,,경제>경제일반<font color=Gray> | </font>IT_과학>보안<font color=Gray> | </font>국제>미국_북미,,2023072358911,FALSE,A22,20230723,A22,02100601.20230723174445001,,,,FALSE,"002000000 002014000
008000000 008002000
005000000 005003000",https://www.hankyung.com/economy/article/2023072358911,한국경제,"영국 ""암호화폐 거래, 도박 분류 반대""",02100601,영국 정부가 암호화폐 거래를 도박으로 분류하자는 하원 재무위원회의 권고를 거부했다. <br/> <br/>지난 20일 앤드루 그리피스 영국 재무부 장관은 “암호화폐의 소매 거래 및 투자 활동을 금융 서비스가 아니라 도박으로 규제하라는 재무위의 요청에 동의할 수 없다”며 “암호화폐는 다른 금융 서비스처럼 규제될 것”이라고 밝혔다. 하원 재무위는 지난 5월 공식 권고안을 ..
"1 8 27
1 8 30",김진성,김진성,,,jpg,미분류,범죄>범죄일반>절도<font color=Gray> | </font>범죄>범죄일반>사기,2023072359071,FALSE,A25,20230723,A25,02100601.20230723174342001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/07/23/02100601.20230723174342001.01,,FALSE,999999999,https://www.hankyung.com/society/article/2023072359071,한국경제,檢 가상자산합수단 떴다…'코인범죄 TF' 꾸리는 로펌들,02100601,주요 로펌이 앞다퉈 가상자산 형사사건을 전담하는 조직을 신설하거나 확대하고 있다. 검찰이 가상자산합동수사단을 구성해 수사를 강화하자 관련 사건을 선점하기 위해 발빠르게 움직이고 있다는 분석이다. 최근 가상자산 이용자 보호법 제정으로 가상자산 불공정거래에 민·형사처벌을 할 수 있는 구체적 근거가 만들어진 것도 로펌들의 전략 변화에 영향을 미쳤다는 평가다...
,"윤예림,신진호","윤예림,신진호",국제,"한 트위터 이용자가 제시한 X 로고 영상을 일론 머스크가 자신의 트위터에 공유했다.
일론 머스크 트위터 캡처
일론 머스크가 자신의 트위터에 트위터 로고를 변경할 것을 예고했다.
일론 머스크 트위터 캡처.",jpg,IT_과학>인터넷_SNS<font color=Gray> | </font>경제>서비스_쇼핑,,01100611.20230723500088,FALSE,,20230723,,01100611.20230723164304001,,https://www.bigkinds.or.kr/resources/images/01100611/2023/07/23/01100611.20230723164304001.01,,FALSE,"008000000 008005000
002000000 002012000",http://www.seoul.co.kr/news/newsView.php?id=20230723500088,서울신문,"머스크 “트위터, 파랑새와 아듀”…새 로고 ‘X’ 의미는?",01100611,"트위터를 인수한 일론 머스크 테슬라 최고경영자(CEO)가 트위터의 상징적인 로고인 ‘파랑새’를 바꿀 것이라고 밝혔다.<br/>23일 머스크는 트위터에 “트위터 (기존) 브랜드, 점진적으로는 모든 새에게 조만간 작별(adieu·아듀)을 고하게 될 것”이라면서 “오늘 밤 충분히 좋은 X 로고가 게재되면 내일 전 세계에 공개할 것”이라고 밝혔다. 머스크는 이와 함께.."
,임성빈(im.soungbin@joongang.co.kr),임성빈(im.soungbin@joongang.co.kr),,트위터 로고와 테슬라 최고경영자 일론 머스크. 로이터=연힙뉴스,jpg,미분류,,25179402,FALSE,,20230723,,01100901.20230723155151001,,https://www.bigkinds.or.kr/resources/images/01100901/2023/07/23/01100901.20230723155151001.01,,FALSE,999999999,https://www.joongang.co.kr/article/25179402,중앙일보,"""파랑새 아듀"" 머스크, 트위터 로고 바꾼다…X자 로고 공개예고",01100901,"트위터를 인수한 일론 머스크 테슬라 최고경영자(CEO)가 트위터의 상징적인 로고를 바꿀 것이라고 밝혔다. 로고 변경은 머스크의 인수 이후 트위터가 겪을 최대 변화 중 하나가 될 전망이다. <br/> <br/> <br/> 머스크는 23일(현지시간) 트위터를 통해 “트위터 브랜드, 점차적으로 모든 ‘새’에게 작별(adieu·아듀)을 고하게 될 것”이라고 예고했다. 그는 “오늘밤.."
,박문수 기자 (mj@fnnews.com),박문수 기자 (mj@fnnews.com),금융일반,이복현 금융감독원장이 19일 서울 중구 IBK 기업은행 본점에서 열린 취약차주 지원 활성화를 위한 중소기업소상공인 간담회에 참석했다. 사진=뉴시스,jpg,경제>금융_재테크<font color=Gray> | </font>정치>정치일반,,202307231051145692,FALSE,,20230723,,02100501.20230723120158002,,https://www.bigkinds.or.kr/resources/images/02100501/2023/07/23/02100501.20230723120158002.01,,FALSE,"002000000 002008000
001000000 001007000",http://www.fnnews.com/news/202307231051145692,파이낸셜뉴스,7년만에 만나는 韓·日 금융감독 수장...'건전한 코인판 조성' 한 목소리,02100501,"이복현 금감원장, 12차 EMEAP GHOS 참석 <br/>한일 금융감독 셔틀미팅 재개될 듯 <br/> <br/> <br/> 이복현 금융감독원장이 19일 서울 중구 IBK 기업은행 본점에서 열린 취약차주 지원 활성화를 위한 중소기업소상공인 간담회에 참석했다. 사진=뉴시스 <br/>[파이낸셜뉴스] 한국 금융감독원과 일본 금융청 수장이 오는 24일 7년만에 단독 회담한다. 한일 정상의 셔틀외.."
,나건웅 매경이코노미 기자(wasabi@mk.co.kr),나건웅 매경이코노미 기자(wasabi@mk.co.kr),500103,,jpg,경제>유통<font color=Gray> | </font>경제>금융_재테크<font color=Gray> | </font>경제>증권_증시,,000010784689,FALSE,,20230722,,02100101.20230722200503003,,https://www.bigkinds.or.kr/resources/images/02100101/2023/07/22/02100101.20230722200503003.01,,FALSE,"002000000 002003000
002000000 002008000
002000000 002006000",http://www.mk.co.kr/article/10784689,매일경제,비트코인과 제일 비슷하게 움직이는 코인은? [코린이를 위한 암호화폐 설명서] (29),02100101,"‘짝꿍 코인’ 살펴보니<br/>49.7%.<br/>지난해 국내 디지털자산(코인) 전체 시가총액에서 비트코인과 리플, 그리고 이더리움이 차지하는 비중이다. 국내 투자자가 매수한 코인 중 절반이 세 개 코인에 몰려 있다는 얘기다. 비트코인이 20.6%, 리플 16.7%, 이더리움 12.4% 시총 비중을 기록했다.<br/>비트코인·이더리움·리플에 관심 많은 투자자라면 세 코인과 .."
,최승우,최승우,일반,유재풍 국회 윤리특별위원회 윤리심사자문위원장 [이미지출처=연합뉴스],jpg,정치>국회_정당<font color=Gray> | </font>정치>행정_자치,,2023072217121972777,FALSE,,20230722,,02100801.20230722191105001,"김남국 외에도 10억원 이상 거래 복수 
윤리자문위 “이해충돌 여지 판단 중”",https://www.bigkinds.or.kr/resources/images/02100801/2023/07/22/02100801.20230722191105001.01,,FALSE,"001000000 001004000
001000000 001005000",https://view.asiae.co.kr/article/2023072217121972777,아시아경제,가상자산 보유 국회의원 11명…“10억원 이상 거래도 다수”,02100801,"299명의 국회의원 가운데 가상자산(암호화폐)을 보유한 적이 있던 의원 11명의 명단이 확인됐다. <br/> <br/>국회 윤리특별위원회 윤리심사자문위원회가 국회의원 전원으로부터 가상자산(암호화폐) 소유 및 변동 내역을 확인한 결과, 총 11명의 의원이 가상자산을 보유한 적이 있다고 신고했다. 유재풍 윤리심사자문위 위원장은 “299명 모두 암호화폐 보유 여부를 신고했.."
1 8 30,김수영,김수영,,"고가의 미술품을 공동으로 소유할 수 있다며 투자자를 모집하고 암호화폐를 만들어 시세를 조종한 의혹을 받는 피카(PICA) 코인 발행사 대표 2명이 구속됐다. /사진=연합뉴스
",jpg,사회>사건_사고<font color=Gray> | </font>사회>미디어<font color=Gray> | </font>사회>노동_복지,범죄>범죄일반>사기,2023072248097,FALSE,,20230722,,02100601.20230722153333001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/07/22/02100601.20230722153333001.01,,FALSE,"003000000 003006000
003000000 003008000
003000000 003005000",https://www.hankyung.com/society/article/2023072248097,한국경제,"피카코인 대표 2명 구속…카라 박규리도 참고인 조사, 왜?",02100601,"고가의 미술품을 공동으로 소유할 수 있다며 투자자를 모집하고 암호화폐를 만들어 시세를 조종한 의혹을 받는 피카(PICA) 코인 발행사 대표 2명이 구속됐다. <br/> <br/>21일 서울남부지검 유환우 영장전담 부장판사는 특정경제범죄가중처벌법상 사기와 자본시장법 위반, 업무방해 등 혐의를 받는 피카프로젝트 대표 송모(23)씨와 성모(44)씨에 대한 구속 영장을 발부.."
,조연우,조연우,,백종찬 겟핍닷컴 대표 / 사진=조연우 블루밍비트 기자,jpg,IT_과학>모바일<font color=Gray> | </font>IT_과학>콘텐츠<font color=Gray> | </font>경제>금융_재테크,,202307212107g,FALSE,,20230722,,02100601.20230722151442001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/07/22/02100601.20230722151442001.01,,FALSE,"008000000 008003000
008000000 008004000
002000000 002008000",https://www.hankyung.com/it/article/202307212107g,한국경제,"백종찬 겟핍닷컴 대표 ""웹3 온체인 경제의 키는 스테이블코인""",02100601,"""금융 거래 방식이 오프라인에서 온라인으로 변한 것처럼, 블록체인 생태계의 금융 거래 양상도 '오프체인'에서 '온체인'으로 변할 것이라고 생각합니다. 웹3 매스어돕션(대중화)을 이끌 '온체인 경제'의 키는 스테이블코인이에요"" <br/> <br/>백종찬 겟핍닷컴(PIP) 대표는 22일 블루밍비트와의 인터뷰에서 이같이 말했다. <br/> <br/>겟핍닷컴은 가상자산(암호화폐)의 송금 .."
,송민섭,송민섭,00050059,사진=게티이미지뱅크,jpg,정치>북한<font color=Gray> | </font>정치>청와대,,20230722503339,FALSE,,20230722,,01100701.20230722122540001,,https://www.bigkinds.or.kr/resources/images/01100701/2023/07/22/01100701.20230722122540001.01,,FALSE,"001000000 001001000
001000000 001006000",http://www.segye.com/content/html/2023/07/22/20230722503339.html,세계일보,"미 상원의원 “북한 지난해 2.1조원 상당 암호화폐 해킹…핵·미사일 개발·발사의 자금줄""",01100701,북한이 2022년 한 해에만 2조원 이상의 암호화폐를 해킹해 핵·미사일 개발 등에 사용하고 있다는 주장이 나왔다. <br/> <br/> 22일 미국의소리방송(VOA)에 따르면 미국 민주당 소속 엘리자베스 워런 상원의원은 지난 20일(현지시간) 미 상원 군사위원회에서 열린 티머시 허그 미 사이버사령관 겸 국가안보국(NSA) 국장 후보자 인사청문회에서 북한의 암호화폐 탈..
1 8 30,세종=최민경|기자|,세종=최민경|기자|,S0201,"(서울=뉴스1) 박정호 기자 = '미술품 조각투자'란 허위 정보를 내세워 암호화폐를 발행해 시세를 조작한 의혹을 받는 피카코인(PICA) 발행사 피카프로젝트 공동대표 송모씨(23)와 성모씨(44)가 21일 오후 서울 양천구 신정동 남부지방법원으로 구속전 피의자 심문(영장실질심사)을 받기 위해 법정으로 향하고 있다. 유명 미술품을 공동으로 소유할 수 있다며 암호화폐를 발행하고 시세조작(MM·Market Making)으로 시세차익을 편취한 혐의를 받은 이들은 자본시장법상 사기적 부정거래, 특정경제범죄가중처벌법상 사기, 업무상 배임, 업무방해 등 혐의로 구속영장이 청구됐다. 2023.7.21/뉴스1 Copyright (C) 뉴스1. All rights reserved. 무단 전재 및 재배포 금지.",jpg,사회>사건_사고<font color=Gray> | </font>경제>경제일반,범죄>범죄일반>사기,2023072210212086643,FALSE,,20230722,,02100201.20230722112233001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/07/22/02100201.20230722112233001.01,,FALSE,"003000000 003006000
002000000 002014000",http://news.moneytoday.co.kr/view/mtview.php?no=2023072210212086643&type=2,머니투데이,"""미술품 조각투자"" 피카코인 대표 구속…'전여친' 카라 박규리도 조사",02100201,"[머니투데이 세종=최민경 기자] '미술품 조각투자'라고 속이고 암호화폐를 발행, 시세를 조작한 의혹을 받는 피카프로젝트 경영진 2명이 구속됐다.<br/><br/>22일 법조계에 따르면 유환우 서울남부지법 영장전담 부장판사는 특정경제범죄가중처벌법상 사기와 자본시장법 위반, 업무방해 등 혐의를 받는 피카프로젝트 공동대표 송모씨와 성모씨에 대해 ""도주와 증거인멸 우려가 있.."
,이관범,이관범,308,북한 가상화폐 :,jpg,정치>북한<font color=Gray> | </font>IT_과학>보안<font color=Gray> | </font>정치>청와대,,01100501.2023072201039905011006,FALSE,0,20230722,0,01100501.20230722091504001,,https://www.bigkinds.or.kr/resources/images/01100501/2023/07/22/01100501.20230722091504001.01,,FALSE,"001000000 001001000
008000000 008002000
001000000 001006000",http://www.munhwa.com/news/view.html?no=2023072201039905011006,문화일보,"美 상원의원, “北 지난해 2조 가상화폐 탈취”… NSA국장 지명자 “北사이버활동으로 무기개발 지원”",01100501,"북한이 지난해에만 2조 원을 웃도는 가상화폐를 탈취했다는 주장이 제기됐다. <br/><br/><br/><br/>미국 사이버사령부 사령관 겸 국가안보국(NSA) 국장 지명자는 ""북한의 사이버 활동이 무기 프로그램 개발 자금을 지원하고 미국의 안보를 위협한다""면서 이들의 역량을 제한하는 데 집중하겠다고 강조했다.<br/><br/><br/><br/>미국의소리(VOA) 방송에 따르면 티모시 허그 사이버사령부 사령관 .."
1 8 30,김은빈(kim.eunbin@joongang.co.kr),김은빈(kim.eunbin@joongang.co.kr),,"서울남부지법. 뉴스1
카라 출신 가수 겸 배우 박규리. 중앙포토",jpg,사회>사건_사고<font color=Gray> | </font>IT_과학>IT_과학일반<font color=Gray> | </font>경제>증권_증시,범죄>범죄일반>사기,25179207,FALSE,,20230721,,01100901.20230721225909001,,https://www.bigkinds.or.kr/resources/images/01100901/2023/07/21/01100901.20230721225909001.01,,FALSE,"003000000 003006000
008000000 008006000
002000000 002006000",https://www.joongang.co.kr/article/25179207,중앙일보,"미술품 투자 '피카코인' 대표 구속…'카라' 박규리도 소환, 왜",01100901,"유명 미술품을 공동으로 소유할 수 있다며 투자자를 모집하고 암호화폐를 만들어 시세를 조작한 의혹을 받는 피카프로젝트 대표 2명이 21일 구속됐다. <br/> <br/> 서울남부지법 유환우 영장전담 부장판사는 이날 특정경제범죄가중처벌법상 사기와 자본시장법 위반, 업무방해 등 혐의를 받는 피카프로젝트 공동대표 송모씨와 성모씨에 대한 구속 전 피의자 심문(영장실질심사)을 .."
1 8 30,주원규 기자 (wongood@fnnews.com),주원규 기자 (wongood@fnnews.com),사건·사고,"'미술품 조각투자'란 허위 정보를 내세워 암호화폐를 발행해 시세를 조작한 의혹을 받는 피카코인(PICA) 발행사 피카프로젝트 공동대표 송모씨(23)와 성모씨(44)가 21일 오후 서울 양천구 신정동 남부지방법원으로 구속전 피의자 심문(영장실질심사)을 받기 위해 법정으로 향하고 있다. 유명 미술품을 공동으로 소유할 수 있다며 암호화폐를 발행하고 시세조작(MM·Market Making)으로 시세차익을 편취한 혐의를 받은 이들은 자본시장법상 사기적 부정거래, 특정경제범죄가중처벌법상 사기, 업무상 배임, 업무방해 등 혐의로 구속영장이 청구됐다. 사진=뉴스1",jpg,사회>사건_사고<font color=Gray> | </font>사회>미디어,범죄>범죄일반>사기,202307212124226803,FALSE,,20230721,,02100501.20230721212946001,,https://www.bigkinds.or.kr/resources/images/02100501/2023/07/21/02100501.20230721212946001.01,,FALSE,"003000000 003006000
003000000 003008000",http://www.fnnews.com/news/202307212124226803,파이낸셜뉴스,"""고가 미술품 공동 소유""...시세조종 혐의 '피카코인' 경영진 구속",02100501,'미술품 조각투자'란 허위 정보를 내세워 암호화폐를 발행해 시세를 조작한 의혹을 받는 피카코인(PICA) 발행사 피카프로젝트 공동대표 송모씨(23)와 성모씨(44)가 21일 오후 서울 양천구 신정동 남부지방법원으로 구속전 피의자 심문(영장실질심사)을 받기 위해 법정으로 향하고 있다. 유명 미술품을 공동으로 소유할 수 있다며 암호화폐를 발행하고 시세조작(..
1 8 30,박광철 기자 pkcheol@naeil.com,박광철 기자 pkcheol@naeil.com,,,,사회>사건_사고<font color=Gray> | </font>경제>증권_증시<font color=Gray> | </font>경제>부동산,범죄>범죄일반>사기,467826,FALSE,20,20230721,20,01100301.20230721122627002,,,,FALSE,"003000000 003006000
002000000 002006000
002000000 002010000",http://www.naeil.com/news_view/?id_art=467826,내일신문,피카코인 대표 사기 혐의 구속 심사,01100301,피카프로젝트 대표가 블록체인을 통해 미술품을 공동으로 소유할 수 있다며 투자자를 모집한 사기 등 혐의로 구속 심사를 받는다. <br/> <br/>21일 서울남부지방법원 유환우 영장전담 부장판사는 오후 2시 유명 미술품을 공동으로 소유할 수 있다며 허위 정보를 유포하고 암호화폐를 발행해 시세를 조정한 혐의를 받는 피카코인(PICA) 발행사 피카프로젝트 공동대표 송 모씨..
,원종환,원종환,,사진=연합뉴스,jpg,정치>국회_정당<font color=Gray> | </font>정치>선거,,202307212864i,FALSE,,20230721,,02100601.20230721111402001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/07/21/02100601.20230721111402001.01,,FALSE,"001000000 001004000
001000000 001002000",https://www.hankyung.com/politics/article/202307212864i,한국경제,"'의원직 제명 권고' 김남국 ""공정한 기준 적용됐는지 의문…유감""",02100601,"암호화폐 거래 논란으로 의원직 제명이 권고된 더불어민주당 출신 김남국 의원이 ""국민께 심려를 끼쳐드려 거듭 송구하다""고 밝혔다. <br/> <br/>김 의원은 21일 자신의 페이스북에 ""머리 숙여 진심으로 죄송하다는 말씀을 먼저 드리고 싶다""고 적었다. 전날 국회 윤리심사자문위원회가 수 차례의 논의 끝에 자신에 대해 최고 수준의 징계인 의원직 제명 권고를 결정한 데 .."
,이세진 기자,이세진 기자,016,김남국 무소속 의원(자료사진). [연합],jpg,정치>국회_정당<font color=Gray> | </font>정치>선거,,20230721000337,FALSE,50,20230721,50,02100701.20230721111154001,,https://www.bigkinds.or.kr/resources/images/02100701/2023/07/21/02100701.20230721111154001.01,,FALSE,"001000000 001004000
001000000 001002000",http://biz.heraldcorp.com/view.php?ud=20230721000337,헤럴드경제,김남국 “제명 권고 유감…윤리특위에서 더 충실히 소명할 것”,02100701,[헤럴드경제=이세진 기자] 김남국 더불어민주당 의원이 21일 “어제(20일) 윤리심사자문위원회 제명 권고에 유감을 표한다”는 입장을 밝혔다. <br/> <br/> 김 의원은 이날 자신의 페이스북에 “객관적이고 공정한 기준이 형평에 맞게 적용된 것인지 의문스럽다”면서 이같이 말했다. <br/> <br/> 전날 윤리자문위는 총 일곱 차례 회의를 진행한 끝에 국회 윤리특별위원회에 김 의..
